,source,target,direction,intensity,lang_usage
724,32,3,mutual,5,0
725,32,33,in,1,0
726,32,23,out,2,4
727,32,40,mutual,5,0
728,32,9,out,2,9
729,32,12,in,4,0
730,32,2,out,1,0
731,32,11,out,2,9
732,32,10,in,3,9
733,32,16,out,2,9
734,32,27,mutual,5,0
735,32,25,in,4,0
736,32,31,out,1,0
737,32,22,in,3,0
738,32,5,mutual,4,0
739,32,41,out,1,0
740,32,13,out,3,0
741,33,1,out,1,0
742,33,35,out,2,0
743,33,3,out,3,0
744,33,40,out,2,0
745,33,21,in,1,1
746,33,15,in,1,0
747,33,29,out,3,0
748,33,9,in,1,0
749,33,4,in,2,0
750,33,18,out,1,0
751,33,8,in,1,0
752,33,6,mutual,3,0
753,33,12,out,1,0
754,33,2,out,3,0
755,33,11,in,1,0
756,33,26,out,1,0
757,33,30,in,1,1
758,33,28,in,1,1
759,33,32,out,2,0
760,33,10,out,1,0
761,33,7,out,4,3
762,33,39,in,3,2
763,33,38,in,2,2
764,33,24,out,2,0
765,33,34,in,2,0
766,33,27,mutual,2,1
767,33,25,mutual,3,1
768,33,20,out,2,0
769,33,31,in,2,0
770,33,17,out,1,1
771,33,19,out,3,1
772,33,14,in,1,1
773,33,37,in,5,3
774,33,5,out,2,0
775,33,41,out,2,0
776,33,13,out,1,0
777,34,1,out,4,1
778,34,3,in,5,0
779,34,23,in,5,1
780,34,40,in,2,1
781,34,21,out,2,1
782,34,15,out,1,0
783,34,29,in,4,2
784,34,9,out,4,0
785,34,4,out,1,0
786,34,18,in,1,0
787,34,8,out,4,0
788,34,12,out,2,1
789,34,11,in,2,0
790,34,26,in,4,1
791,34,30,out,1,1
792,34,10,in,5,0
793,34,7,out,1,0
794,34,16,out,2,0
795,34,38,out,4,0
796,34,24,in,5,1
797,34,27,out,2,2
798,34,25,in,5,1
799,34,20,out,5,1
800,34,17,out,3,0
801,34,22,in,2,1
802,34,14,in,1,0
803,34,5,out,1,0
804,34,41,out,3,1
805,34,13,out,5,3
806,35,36,mutual,2,0
807,35,1,mutual,2,0
808,35,3,mutual,4,0
809,35,33,out,2,0
810,35,23,in,1,0
811,35,40,in,4,0
812,35,29,mutual,2,0
813,35,4,mutual,2,0
814,35,18,out,2,0
815,35,6,mutual,2,0
816,35,12,mutual,3,0
817,35,2,mutual,2,0
818,35,11,mutual,1,0
819,35,26,out,2,0
820,35,30,mutual,1,0
821,35,28,in,3,0
822,35,32,mutual,5,0
823,35,10,mutual,1,0
824,35,16,mutual,2,0
825,35,39,out,2,0
826,35,34,mutual,0,0
827,35,27,mutual,4,0
828,35,25,in,2,0
829,35,20,mutual,1,0
830,35,31,mutual,4,0
831,35,17,mutual,2,0
832,35,22,out,1,0
833,35,19,out,2,0
834,35,14,in,3,0
835,35,37,in,1,0
836,35,5,mutual,2,0
837,35,41,mutual,1,0
838,35,13,mutual,2,0
839,36,35,in,2,0
840,36,3,in,1,0
841,36,23,in,4,2
842,36,40,in,1,0
843,36,9,in,3,7
844,36,18,in,5,0
845,36,6,in,1,0
846,36,12,in,1,0
847,36,2,in,1,0
848,36,11,in,4,0
849,36,28,in,1,0
850,36,10,out,3,7
851,36,16,out,5,5
852,36,25,in,1,0
853,36,22,in,5,1
854,36,37,out,1,0
855,36,13,out,2,3
856,37,36,mutual,2,0
857,37,1,in,2,0
858,37,35,mutual,4,0
859,37,3,mutual,4,2
860,37,33,mutual,5,5
861,37,40,mutual,2,0
862,37,21,mutual,3,0
863,37,29,mutual,3,0
864,37,9,in,1,0
865,37,4,out,3,0
866,37,8,out,2,0
867,37,6,mutual,4,0
868,37,2,mutual,5,2
869,37,11,in,2,0
870,37,26,mutual,1,0
871,37,28,mutual,5,2
872,37,10,out,1,0
873,37,7,out,4,5
874,37,16,mutual,2,0
875,37,39,mutual,4,4
876,37,38,mutual,2,1
877,37,24,mutual,1,0
878,37,34,mutual,2,2
879,37,27,mutual,1,0
880,37,25,mutual,1,0
881,37,20,mutual,3,0
882,37,31,mutual,3,4
883,37,17,out,2,0
884,37,19,mutual,4,0
885,37,14,mutual,1,0
886,37,5,mutual,2,0
887,37,41,mutual,2,0
888,38,33,mutual,5,3
889,38,23,out,2,0
890,38,40,out,1,0
891,38,21,out,1,0
892,38,9,mutual,4,5
893,38,8,out,1,0
894,38,12,out,1,0
895,38,26,out,1,0
896,38,28,out,1,0
897,38,10,mutual,4,0
898,38,7,mutual,5,3
899,38,24,out,3,2
900,38,34,mutual,5,5
901,38,25,out,2,2
902,38,20,out,3,3
903,38,22,out,1,0
904,38,37,mutual,5,3
905,38,41,mutual,4,2
906,39,1,in,4,7
907,39,35,in,4,7
908,39,3,in,3,2
909,39,33,in,4,3
910,39,23,in,2,1
911,39,40,in,3,2
912,39,21,in,2,2
913,39,15,in,1,1
914,39,29,out,5,0
915,39,9,in,3,3
916,39,4,in,2,1
917,39,18,out,2,2
918,39,8,out,2,2
919,39,6,out,5,5
920,39,12,out,2,2
921,39,2,out,5,5
922,39,11,in,3,2
923,39,26,in,2,1
924,39,30,out,4,8
925,39,28,in,4,7
926,39,32,in,3,3
927,39,10,out,3,3
928,39,7,out,2,1
929,39,39,mutual,5,0
930,39,38,out,1,0
931,39,24,in,2,1
932,39,34,out,2,2
933,39,27,in,3,2
934,39,25,in,3,3
935,39,20,out,2,2
936,39,31,in,4,7
937,39,17,out,2,2
938,39,22,out,1,2
939,39,19,out,5,6
940,39,14,in,4,7
941,39,37,out,5,6
942,39,5,in,3,2
943,39,41,out,2,4
944,39,13,in,2,2
945,40,40,mutual,5,1
946,41,35,in,1,0
947,41,3,in,1,0
948,41,33,in,3,0
949,41,23,in,4,0
950,41,40,in,2,0
951,41,21,in,1,0
952,41,15,in,3,0
953,41,29,in,2,0
954,41,9,out,5,0
955,41,4,in,1,0
956,41,18,in,1,0
957,41,6,in,1,0
958,41,12,out,3,0
959,41,2,in,1,0
960,41,11,in,3,0
961,41,26,in,3,0
962,41,30,out,1,0
963,41,28,in,2,0
964,41,32,in,2,0
965,41,10,in,3,0
966,41,7,out,3,0
967,41,16,out,1,0
968,41,38,in,4,0
969,41,24,in,5,0
970,41,34,in,3,0
971,41,27,in,1,0
972,41,25,in,3,0
973,41,20,out,2,0
974,41,31,out,1,0
975,41,17,in,2,0
976,41,22,out,3,0
977,41,19,in,1,0
978,41,14,in,3,0
979,41,37,in,1,0
980,41,5,in,4,0
