,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,living_sum_flatmates,metric_youngersiblings,202_final,202conv,prog202conv,202sqr,prog202sqr,avgOPI_202,progOPI_202,avgOPI202sq,progOPI202sqr,metric_FLcumulative_wo_AR,improv_cult,improv_gmr,improv_listening,improv_overall,improv_pron,improv_reading,improv_voc,improv_writing,metric_presojournOPI_delta,metric_postsojournOPI_delta,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
11,0.5,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,13.5,19.5,0.10416666666666667,0.6,0.6666666666666666,0.75,0.8,3.0,3.0,90.3,5.9,1.6,5.9,1.6,6.0,1.0,6.0,1.0,10.0,0.8,0.6,0.4,0.6,0.6,0.6,0.4,0.8,-89.75454545454545,-89.66363636363636,1.2,2,0.0,0,1.2,2,0.0,0.0,0.13837837837837838,0.04831482455348286,0.05001633753285584,,0.0
12,,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.13194444444444445,1.0,0.3333333333333333,0.4,1.0,4.0,8.0,95.8,6.3,2.2,6.9,1.6,6.6,1.4,7.0,1.0,4.0,0.4,0.8,0.6,0.6,0.8,0.6,1.0,0.8,-95.16363636363636,-95.07272727272726,1.0,1,0.0,0,1.0,1,0.0,0.0,0.02702702702702703,0.013117669150140121,0.012273613439166938,,0.0
14,0.4,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,0.8,0.6666666666666666,0.35,0.6,3.0,2.0,93.0,6.1,1.4,6.4,1.1,5.0,2.0,5.2,1.8,3.0,1.0,0.4,1.0,0.8,0.4,0.8,0.8,0.8,-92.63636363636364,-92.36363636363636,1.4,3,2.6,4,4.0,7,0.11261261261261261,0.10510510510510511,0.12162162162162163,0.024532014575768847,0.027734393369373243,2.0,0.05263157894736842
15,,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.125,0.8,0.3333333333333333,0.8,0.8,4.0,,98.5,6.5,2.0,7.4,1.1,6.7,1.3,7.2,0.8,7.0,0.8,0.2,0.8,0.6,0.8,0.8,0.4,0.6,-97.86363636363636,-97.77272727272727,1.0,1,1.8,2,2.8,3,0.008258258258258258,0.008258258258258258,0.06958021851638874,0.013828271067719798,0.012306534806602404,14.0,0.16666666666666666
16,0.8888888888888888,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,11.0,17.0,0.0763888888888889,0.8,0.3333333333333333,0.65,1.0,1.0,2.0,97.3,6.4,1.1,7.2,0.3,6.2,0.8,6.6,0.4,8.0,0.8,0.6,0.8,0.6,0.6,0.8,0.8,0.8,-96.75454545454545,-96.66363636363636,1.6,2,0.6,1,2.2,3,0.008258258258258258,0.008633633633633633,0.12554489973844812,0.024707313554246206,0.027566123173970135,11.0,0.0
17,0.2727272727272727,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,10.0,16.0,0.125,0.4,0.6666666666666666,0.8,0.6,3.0,0.0,87.5,5.7,0.8,5.4,1.1,5.4,0.6,5.2,0.8,7.0,0.6,0.4,0.6,0.8,0.8,0.4,0.8,0.6,-87.04545454545455,-86.95454545454545,1.8,2,0.0,0,1.8,2,0.0,0.0,0.07612612612612614,0.01987645579740282,0.01885883319245427,,0.0
18,0.5,female,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.06944444444444445,0.8,0.6666666666666666,0.2,0.4,3.0,9.0,86.9,5.7,1.8,5.3,2.2,4.9,2.1,4.7,2.3,0.0,0.8,0.6,0.8,0.8,0.6,0.8,1.0,0.8,-86.53636363636365,-86.26363636363637,0.2,1,0.6,1,0.8,2,0.0022522522522522522,0.0018768768768768769,0.06596426935409987,0.02073695390167466,0.020024496984133035,20.0,0.0
19,0.6,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,3.0,9.0,0.0625,0.4,1.0,0.7,1.0,7.0,0.0,82.7,5.4,1.1,4.6,1.9,5.2,0.8,4.8,1.2,0.0,0.8,0.6,0.2,0.6,0.4,0.2,0.4,0.6,-82.24545454545455,-82.15454545454546,1.6,2,1.8000000000000003,3,3.4000000000000004,5,0.0,0.0,0.09518213866039954,0.028071813659830823,0.021789169838338465,,0.75
20,0.7272727272727273,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,7.5,13.5,0.1111111111111111,0.8,1.0,0.75,,3.0,2.0,95.4,6.3,-0.8,6.8,-1.3,5.1,-0.1,5.4,-0.4,5.0,0.8,0.8,0.4,0.6,0.4,0.6,0.6,0.8,-95.03636363636365,-94.94545454545455,1.6,2,2.0,3,3.6,5,0.015765765765765764,0.015765765765765764,0.07612612612612614,0.03608994054111264,0.03588876193996995,9.0,0.0
21,0.25,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.09027777777777778,0.6,0.6666666666666666,0.4,1.0,3.0,3.0,88.7,5.8,1.7,5.6,1.9,6.4,0.6,6.3,0.7,0.0,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.6,-88.06363636363636,-88.06363636363636,1.0,1,0.8,1,1.8,2,0.0,0.0,0.06343843843843844,0.02502527777812505,0.019732474303527515,,0.0
22,0.2,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,5.0,11.0,0.041666666666666664,0.8,1.0,0.7,0.8,7.0,3.0,87.4,5.7,1.8,5.4,2.1,5.9,1.1,5.7,1.3,2.0,0.8,0.6,0.8,0.4,0.8,0.4,0.8,0.6,-86.85454545454546,-86.76363636363637,0.0,0,2.4,3,2.4,3,0.0,0.0,0.0,0.009686876909030157,0.009563835458362657,4.0,0.16666666666666666
23,1.0,female,0.5454545454545454,0.36363636363636365,0.18181818181818182,3.0,9.0,0.1388888888888889,1.0,1.0,0.7,0.6,7.0,1.0,79.9,5.2,1.3,4.2,2.3,4.6,1.4,4.1,1.9,0.0,0.8,0.8,0.4,0.6,0.6,0.4,0.8,0.6,-79.53636363636365,-79.35454545454546,0.0,0,1.2000000000000002,2,1.2000000000000002,2,0.0,0.0,0.0,0.009686876909030157,0.009563835458362657,12.0,0.0
24,1.0,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.1388888888888889,0.6,0.6666666666666666,0.6,0.6,4.0,5.0,89.2,5.8,2.7,5.7,2.8,6.4,1.6,6.4,1.6,7.0,0.6,0.2,0.4,0.6,0.4,0.8,0.6,0.2,-88.56363636363636,-88.47272727272727,1.0,1,1.8,2,2.8,3,0.0007507507507507507,0.0007507507507507507,0.02702702702702703,0.01835422275486806,0.016632893108850324,19.0,0.0
25,0.6666666666666666,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,14.0,0.013888888888888888,0.8,0.3333333333333333,0.3,0.8,3.0,0.0,99.0,6.5,0.0,7.5,-1.0,5.7,0.3,6.3,-0.3,2.0,1.0,0.2,0.8,0.2,0.6,0.8,0.6,0.8,-98.54545454545455,-98.45454545454545,0.4,2,1.8,2,2.2,4,0.03903903903903904,0.03903903903903904,0.09135135135135136,0.013582835914587064,0.02247517365176726,5.0,0.0
26,0.9047619047619048,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,8.0,14.0,0.125,0.4,0.6666666666666666,,0.6,1.0,2.0,91.2,6.0,1.5,6.1,1.4,6.0,1.0,6.0,1.0,5.0,0.6,0.2,0.8,0.6,0.6,0.8,0.8,0.6,-90.65454545454546,-90.56363636363636,2.4,3,0.8,1,3.2,4,0.0015015015015015015,0.0015015015015015015,0.09642976309642977,0.13006768671494323,0.140345648412651,18.0,0.1
27,0.4,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,3.0,9.0,0.1388888888888889,0.8,,0.3,0.6,4.0,3.0,97.3,6.4,2.1,7.2,1.3,6.2,1.8,6.6,1.4,0.0,0.6,0.4,0.6,0.6,0.6,0.8,0.6,0.8,-96.75454545454545,-96.57272727272726,1.4,2,0.0,0,1.4,2,0.0,0.0,0.08108108108108109,0.017395767135861565,0.017536865569487595,,0.5
28,0.3333333333333333,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,8.0,14.0,0.06944444444444445,1.0,0.3333333333333333,0.18,0.6,4.0,2.0,94.7,6.2,2.3,6.7,1.8,6.1,1.9,6.3,1.7,5.0,0.8,0.8,0.8,0.8,0.6,1.0,0.6,0.8,-94.15454545454546,-93.97272727272727,0.4,2,2.2,3,2.6,5,0.02702702702702703,0.02665165165165165,0.12162162162162163,0.014408500250936483,0.02265126089198896,7.0,0.1111111111111111
30,0.25,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.1875,0.6,0.6666666666666666,0.6,0.8,1.0,3.0,75.7,5.0,1.5,3.6,2.9,5.0,1.0,4.3,1.7,3.0,0.8,0.2,0.8,0.6,0.4,0.8,0.6,0.4,-75.24545454545455,-75.15454545454546,1.8,2,0.0,0,1.8,2,0.0,0.0,0.1001001001001001,0.025509949441545332,0.02202697910649338,,1.0
31,0.3333333333333333,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,5.0,11.0,0.041666666666666664,1.0,0.6666666666666666,0.6,0.6,7.0,2.0,92.1,6.0,1.5,6.2,1.3,5.5,1.5,5.6,1.4,3.0,0.6,0.6,0.4,,0.4,0.6,0.6,0.6,-91.64545454545454,-91.46363636363635,1.0,1,0.0,0,1.0,1,0.0,0.0,0.02702702702702703,0.014261266563843442,0.013628502429569077,,0.0
32,1.0,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,8.5,14.5,0.041666666666666664,0.2,0.3333333333333333,0.9,0.6,4.0,1.0,96.0,6.3,2.2,6.9,1.6,6.6,1.4,7.0,1.0,5.0,0.2,0.0,0.0,0.6,0.2,0.6,0.6,0.2,-95.36363636363636,-95.27272727272727,0.8,1,0.2,1,1.0,2,0.00975975975975976,0.009384384384384385,0.06958021851638874,0.012999992235981871,0.012306534806602404,10.0,0.0
33,0.9230769230769231,male,0.8181818181818182,0.5454545454545454,0.2727272727272727,10.0,16.0,0.20833333333333334,0.4,0.3333333333333333,0.7,0.6,3.0,2.0,94.0,6.2,3.3,6.6,2.9,6.1,2.9,6.3,2.7,6.0,0.4,0.2,0.4,,0.8,0.2,0.2,0.4,-93.45454545454545,-93.18181818181819,1.0,1,1.2,2,2.2,3,0.0037537537537537537,0.0037537537537537537,0.06841216216216217,0.023063673136123543,0.016229424524851085,,0.0
34,0.2,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,8.0,14.0,0.1111111111111111,0.8,0.6666666666666666,0.75,1.0,1.0,4.0,83.0,5.4,2.1,4.7,2.8,5.7,1.3,5.3,1.7,5.5,0.4,0.4,0.6,0.6,0.8,0.4,0.6,0.6,-82.45454545454545,-82.36363636363636,1.8,2,0.0,0,1.8,2,0.0,0.0,0.060810810810810814,0.020051545826810444,0.018665226594453535,,0.0
35,0.4,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,9.0,15.0,0.20833333333333334,1.0,1.0,0.6,0.6,7.0,1.0,83.0,5.4,2.1,4.7,2.8,5.2,1.8,4.8,2.2,6.0,0.6,0.6,0.2,0.6,0.4,0.4,0.6,0.6,-82.54545454545455,-82.36363636363636,0.4,1,0.0,0,0.4,1,0.0,0.0,0.06958021851638874,0.011343434572506014,0.012306534806602404,,0.0
36,0.9285714285714286,male,0.8181818181818182,0.5454545454545454,0.2727272727272727,13.0,19.0,0.10416666666666667,0.8,0.3333333333333333,0.6,0.8,1.0,3.0,98.0,6.4,3.1,7.3,2.2,6.2,2.8,6.7,2.3,9.0,0.6,0.4,0.4,0.6,0.8,0.8,0.8,0.6,-97.45454545454545,-97.18181818181819,0.4,1,0.8,1,1.2000000000000002,2,0.0015015015015015015,0.0015015015015015015,0.02702702702702703,0.012431510701918128,0.013628502429569077,,0.0
37,0.25,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,3.0,9.0,0.08333333333333333,1.0,0.6666666666666666,0.8,0.6,7.0,2.0,87.8,5.8,1.7,5.5,2.0,5.4,1.6,5.2,1.8,0.0,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,-87.34545454545454,-87.16363636363636,2.2,3,2.2,3,4.4,6,0.04354354354354354,0.04354354354354354,0.09121621621621623,0.03462187827389006,0.023525304036831562,13.0,0.15384615384615385
38,0.3,male,0.45454545454545453,0.36363636363636365,0.09090909090909091,8.0,14.0,0.041666666666666664,1.0,1.0,0.35,1.0,3.0,3.0,61.0,4.0,1.5,1.6,3.9,4.0,1.0,2.8,2.2,6.0,0.6,0.8,0.2,0.4,0.2,0.4,0.2,0.8,-60.63636363636363,-60.54545454545455,0.0,0,2.4,4,2.4,4,0.0,0.0,0.0,0.009686876909030157,0.009563835458362657,3.0,0.0
