,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
25,0.7692307692307693,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,8.0,14.0,0.020833333333333332,1.0,0.3333333333333333,0.25,0.8,0.6,0.4,0.8,1.0,1.0,0.6,1.0,0.4,0.0,0,1.0,2,1.0,2,0.0,0.0,0.0,0.032580422455913534,0.03208445567924071,3.0,0.0
26,0.875,female,0.7272727272727273,0.5454545454545454,0.18181818181818182,12.0,18.0,0.08333333333333333,0.4,0.6666666666666666,0.75,0.8,0.6,0.4,0.6,0.4,0.6,0.6,0.8,0.0,0.2,1,0.0,0,0.2,1,0.0,0.0,0.06666666666666667,0.06968960869974855,0.07094644879226436,,0.0
28,0.4,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,5.0,11.0,0.10416666666666667,1.0,0.3333333333333333,0.15,0.8,1.0,0.6,0.8,0.8,1.0,0.8,0.8,1.0,0.4,1,1.4,2,1.7999999999999998,3,0.007894736842105263,0.007894736842105263,0.05,0.03950359889637778,0.04117504118971756,5.0,0.0
30,0.15789473684210525,male,0.8181818181818182,0.5454545454545454,0.2727272727272727,10.0,16.0,0.0625,0.8,0.6666666666666666,0.6,0.8,0.6,0.6,0.8,0.4,0.8,0.6,1.0,0.2,1.0,1,0.0,0,1.0,1,0.0,0.0,0.05,0.04988836355707414,0.04117504118971756,,0.0
31,,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,8.0,14.0,0.08333333333333333,1.0,,0.7,1.0,0.6,0.4,1.0,0.6,1.0,0.6,1.0,0.6,0.8,1,0.0,0,0.8,1,0.0,0.0,0.06666666666666667,0.051767854491966823,0.049583746138820356,,0.0
33,0.9375,male,0.8181818181818182,0.5454545454545454,0.2727272727272727,13.0,19.0,0.18055555555555555,0.6,0.3333333333333333,0.75,0.8,0.0,0.2,0.4,0.8,0.6,0.2,0.4,0.2,0.6,1,0.0,0,0.6,1,0.0,0.0,0.1,0.07754973934762041,0.0800260739844637,,0.0
34,0.5,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,3.0,9.0,0.10416666666666667,0.8,0.6666666666666666,0.6,1.0,0.6,0.8,0.6,0.2,0.4,0.8,0.6,0.2,0.2,1,0.0,0,0.2,1,0.0,0.0,0.05,0.06027312821777051,0.059356212210671264,,0.0
36,0.8571428571428571,male,,,,,,0.1111111111111111,1.0,0.3333333333333333,0.3,0.8,0.8,0.8,0.8,0.4,1.0,0.6,1.0,0.6,0.0,0,1.0,1,1.0,1,0.0,0.0,0.0,0.032580422455913534,0.03208445567924071,7.0,0.0
37,0.25,female,,,,,,0.05555555555555555,1.0,0.6666666666666666,0.7,0.6,1.0,0.6,0.8,0.8,1.0,1.0,0.8,0.8,1.2,2,0.6,1,1.7999999999999998,3,0.007894736842105263,0.007894736842105263,0.11249999999999999,0.05290514771763714,0.056401685271677986,6.0,0.0
38,0.375,male,,,,,,0.041666666666666664,1.0,1.0,0.5,1.0,0.4,0.8,0.6,0.2,0.2,0.4,0.6,0.8,0.0,0,0.2,1,0.2,1,0.0,0.0,0.0,0.032580422455913534,0.03208445567924071,8.0,0.0
