,source,target,direction,intensity,lang_usage
249,10,12,in,2,2
250,10,26,out,1,0
251,10,29,in,1,1
252,10,33,out,1,0
253,10,4,in,1,0
254,10,25,in,3,1
255,10,32,in,3,3
256,10,34,in,3,2
257,10,7,out,1,0
258,10,6,in,2,3
259,10,21,in,1,0
260,10,24,out,5,3
261,10,37,in,2,0
262,10,11,in,4,4
263,10,14,in,2,3
264,10,9,out,5,3
265,10,18,out,3,5
266,10,28,out,1,0
267,10,16,out,3,4
268,10,36,out,3,5
269,10,1,in,2,1
270,10,8,in,3,1
271,10,20,out,4,1
272,10,41,out,3,1
273,10,40,in,1,0
274,10,23,out,3,2
275,10,17,out,0,0
276,10,15,in,3,1
277,12,19,out,2,0
278,12,38,mutual,3,0
279,12,13,mutual,4,0
280,12,31,out,1,0
281,12,2,out,1,0
282,12,35,out,3,0
283,12,22,mutual,5,1
284,12,39,out,1,0
285,12,3,mutual,5,0
286,12,27,mutual,5,1
287,12,5,mutual,5,1
288,12,26,mutual,5,1
289,12,29,out,3,0
290,12,33,mutual,2,0
291,12,4,in,1,0
292,12,25,mutual,4,0
293,12,32,mutual,5,1
294,12,34,out,3,0
295,12,7,out,1,0
296,12,6,out,3,0
297,12,10,out,4,0
298,12,21,out,1,0
299,12,24,out,2,0
300,12,37,out,1,0
301,12,11,out,2,0
302,12,14,mutual,4,0
303,12,9,out,3,0
304,12,18,mutual,5,1
305,12,28,out,3,0
306,12,1,in,3,0
307,12,8,in,0,0
308,12,20,out,1,0
309,12,41,mutual,4,1
310,12,40,mutual,5,1
311,12,23,out,1,0
312,12,17,out,2,0
313,12,15,out,3,0
314,13,19,out,4,0
315,13,30,out,2,0
316,13,31,out,2,0
317,13,2,in,1,0
318,13,35,in,4,0
319,13,22,out,4,0
320,13,39,out,3,0
321,13,3,in,4,0
322,13,27,in,5,0
323,13,5,in,5,0
324,13,12,in,3,0
325,13,26,in,4,0
326,13,29,in,3,0
327,13,33,in,4,0
328,13,4,in,2,0
329,13,25,out,4,0
330,13,32,in,4,0
331,13,34,in,3,0
332,13,6,out,2,0
333,13,10,in,2,0
334,13,24,out,4,0
335,13,37,out,3,0
336,13,11,in,3,0
337,13,14,out,4,0
338,13,18,out,5,0
339,13,28,out,3,0
340,13,16,out,1,0
341,13,36,out,2,0
342,13,1,out,3,0
343,13,8,out,3,0
344,13,20,out,4,0
345,13,40,out,4,0
346,13,17,in,4,0
347,13,15,in,4,0
348,14,19,in,4,3
349,14,30,in,5,5
350,14,38,out,1,0
351,14,13,in,2,0
352,14,31,in,5,4
353,14,2,in,5,1
354,14,35,in,4,4
355,14,22,in,3,0
356,14,39,in,5,3
357,14,3,in,3,0
358,14,27,in,2,1
359,14,5,in,3,0
360,14,12,in,3,0
361,14,26,in,4,0
362,14,29,in,3,0
363,14,33,out,1,0
364,14,4,out,2,0
365,14,25,in,3,0
366,14,32,in,2,0
367,14,34,in,2,0
368,14,7,out,1,0
369,14,6,in,4,3
370,14,10,in,2,0
371,14,21,in,2,0
372,14,24,out,2,0
373,14,37,out,1,0
374,14,11,in,1,0
375,14,9,in,3,1
376,14,18,in,4,1
377,14,28,in,5,4
378,14,1,in,5,4
379,14,8,out,5,4
380,14,20,in,3,0
381,14,41,in,4,0
382,14,40,in,4,0
383,14,17,out,1,0
384,14,15,out,2,0
385,15,19,out,1,0
386,15,30,in,1,2
387,15,38,out,0,0
388,15,13,out,2,3
389,15,31,out,1,0
390,15,2,in,4,0
391,15,35,out,3,0
392,15,22,out,1,0
393,15,39,out,0,0
394,15,3,out,3,1
395,15,27,out,3,3
396,15,5,out,2,0
397,15,12,out,1,0
398,15,26,out,0,0
399,15,29,out,2,3
400,15,33,out,2,0
401,15,4,out,2,2
402,15,25,out,2,0
403,15,32,out,2,0
404,15,34,out,2,2
405,15,7,out,4,0
406,15,6,out,1,0
407,15,10,out,2,0
408,15,21,out,3,0
409,15,24,out,2,2
410,15,37,in,2,0
411,15,11,out,2,0
412,15,14,out,1,1
413,15,9,out,0,0
414,15,18,out,1,0
415,15,28,in,1,0
416,15,16,in,2,0
417,15,36,out,0,0
418,15,1,out,1,2
419,15,8,out,0,0
420,15,20,out,3,0
421,15,41,in,2,0
422,15,40,out,1,0
423,15,23,in,0,0
424,15,17,in,5,3
425,16,13,out,1,0
426,16,2,in,2,0
427,16,35,in,3,0
428,16,22,in,1,0
429,16,3,in,1,0
430,16,10,in,2,7
431,16,21,in,1,0
432,16,37,in,2,0
433,16,11,in,3,4
434,16,9,mutual,2,7
435,16,18,in,3,7
436,16,28,in,3,2
437,16,36,mutual,3,5
438,16,40,mutual,5,5
439,16,23,in,2,6
440,16,15,out,2,0
441,18,19,in,4,0
442,18,30,out,3,0
443,18,38,out,1,0
444,18,13,out,5,0
445,18,31,in,2,0
446,18,2,out,2,0
447,18,35,in,4,0
448,18,22,in,5,0
449,18,39,in,2,0
450,18,3,in,5,0
451,18,27,in,5,0
452,18,5,in,5,0
453,18,12,out,5,0
454,18,26,in,5,0
455,18,29,out,3,0
456,18,33,in,3,0
457,18,4,in,1,0
458,18,25,out,4,0
459,18,32,out,5,0
460,18,34,out,3,0
461,18,7,out,1,0
462,18,6,in,4,0
463,18,10,in,3,5
464,18,21,in,1,0
465,18,24,in,2,0
466,18,37,in,3,0
467,18,11,in,5,3
468,18,14,in,4,0
469,18,9,in,2,5
470,18,28,in,5,0
471,18,16,in,4,4
472,18,36,out,5,0
473,18,1,in,3,2
474,18,8,in,3,0
475,18,41,in,2,0
476,18,40,in,5,0
477,18,23,in,3,4
478,18,17,in,2,0
479,18,15,in,4,0
480,19,30,out,4,3
481,19,13,out,3,0
482,19,31,out,4,3
483,19,2,in,5,3
484,19,35,out,4,3
485,19,22,out,1,0
486,19,39,out,5,4
487,19,3,in,3,0
488,19,27,in,4,2
489,19,5,out,3,0
490,19,12,out,2,0
491,19,26,out,3,0
492,19,29,in,5,2
493,19,33,in,4,0
494,19,4,in,3,0
495,19,25,in,3,0
496,19,32,in,3,0
497,19,34,in,2,0
498,19,7,out,2,0
499,19,6,in,5,3
500,19,10,out,2,0
501,19,21,in,2,0
502,19,24,in,3,0
503,19,37,in,4,0
504,19,11,in,3,0
505,19,14,out,4,3
506,19,9,out,2,0
507,19,18,out,4,0
508,19,28,in,4,3
509,19,1,out,4,3
510,19,8,out,2,0
511,19,41,out,3,0
512,19,40,out,3,0
513,19,23,in,1,0
514,19,17,out,3,0
515,19,15,in,3,0
516,20,19,out,0,0
517,20,30,out,0,0
518,20,38,in,2,0
519,20,13,out,2,0
520,20,31,out,0,0
521,20,2,out,1,0
522,20,35,out,0,0
523,20,22,out,1,0
524,20,39,out,0,0
525,20,3,in,3,4
526,20,27,out,0,0
527,20,5,out,1,0
528,20,12,out,2,0
529,20,26,out,2,0
530,20,29,out,3,2
531,20,33,in,3,2
532,20,4,out,1,0
533,20,25,in,4,3
534,20,32,out,0,0
535,20,34,out,4,3
536,20,7,out,5,3
537,20,6,out,0,0
538,20,10,out,4,1
539,20,21,in,5,3
540,20,24,out,4,0
541,20,37,out,2,2
542,20,11,in,2,0
543,20,14,in,3,0
544,20,9,out,1,0
545,20,18,out,0,0
546,20,28,out,1,0
547,20,16,out,1,0
548,20,36,out,0,0
549,20,1,out,2,0
550,20,8,out,3,4
551,20,41,in,3,0
552,20,40,out,3,3
553,20,23,in,1,0
554,20,17,out,1,0
555,20,15,in,3,0
556,21,19,out,2,1
557,21,30,out,1,0
558,21,38,out,1,0
559,21,31,out,3,2
560,21,2,out,1,2
561,21,35,out,1,3
562,21,39,out,3,2
563,21,3,out,2,6
564,21,5,out,1,0
565,21,12,out,2,1
566,21,26,out,1,1
567,21,29,out,3,0
568,21,4,out,2,6
569,21,25,out,4,4
570,21,32,out,1,2
571,21,7,out,5,2
572,21,6,out,2,2
573,21,10,out,1,1
574,21,24,out,2,4
575,21,11,out,1,1
576,21,14,out,3,2
577,21,9,out,2,1
578,21,18,out,2,1
579,21,28,out,3,0
580,21,16,out,4,1
581,21,1,out,1,2
582,21,8,out,3,5
583,21,20,out,4,3
584,21,41,out,1,0
585,21,40,out,3,2
586,21,23,out,3,0
587,21,17,out,4,1
588,21,15,out,4,1
589,22,19,in,1,0
590,22,30,in,0,0
591,22,38,in,3,2
592,22,13,mutual,4,1
593,22,31,in,0,0
594,22,2,in,1,0
595,22,35,in,3,1
596,22,39,in,1,1
597,22,3,mutual,4,2
598,22,27,in,5,3
599,22,5,mutual,5,4
600,22,12,mutual,5,4
601,22,26,mutual,5,4
602,22,29,in,3,0
603,22,33,in,2,1
604,22,4,in,0,0
605,22,25,in,5,2
606,22,32,mutual,4,2
607,22,34,in,3,2
608,22,7,in,1,3
609,22,6,in,0,1
610,22,10,in,2,2
611,22,21,in,1,0
612,22,24,in,2,1
613,22,37,in,1,1
614,22,11,in,3,2
615,22,14,in,4,3
616,22,9,in,2,1
617,22,18,in,5,2
618,22,28,in,0,0
619,22,16,in,2,1
620,22,36,in,5,2
621,22,1,in,3,1
622,22,8,in,1,1
623,22,20,in,1,1
624,22,40,mutual,5,2
625,22,23,mutual,4,1
626,22,17,in,1,0
627,22,15,in,4,2
628,23,31,out,1,0
629,23,2,in,1,0
630,23,22,out,2,0
631,23,39,in,2,0
632,23,3,mutual,1,0
633,23,5,mutual,1,0
634,23,26,mutual,1,0
635,23,33,out,1,0
636,23,25,in,3,0
637,23,32,mutual,3,5
638,23,34,in,2,0
639,23,7,mutual,1,0
640,23,6,mutual,1,0
641,23,10,in,3,0
642,23,24,in,4,0
643,23,11,in,3,5
644,23,14,out,1,0
645,23,9,mutual,4,3
646,23,18,mutual,3,5
647,23,16,mutual,3,3
648,23,36,mutual,3,4
649,23,1,in,1,0
650,23,8,mutual,1,0
651,23,41,out,3,0
652,23,40,mutual,5,1
653,24,19,in,2,0
654,24,30,out,2,3
655,24,38,in,3,1
656,24,13,out,2,2
657,24,31,out,1,0
658,24,2,in,1,0
659,24,35,out,0,0
660,24,22,out,1,0
661,24,39,out,2,2
662,24,3,in,3,0
663,24,27,in,2,2
664,24,5,in,2,0
665,24,12,in,1,0
666,24,26,out,1,0
667,24,29,out,3,2
668,24,33,in,3,0
669,24,4,out,1,1
670,24,25,in,2,0
671,24,32,out,0,0
672,24,34,out,5,3
673,24,7,out,1,1
674,24,6,out,1,0
675,24,10,in,5,4
676,24,21,out,3,0
677,24,37,out,1,0
678,24,11,out,2,0
679,24,14,in,2,0
680,24,9,out,4,2
681,24,18,out,1,0
682,24,28,in,1,1
683,24,16,in,0,0
684,24,36,out,0,0
685,24,1,in,4,1
686,24,8,out,2,1
687,24,20,in,4,1
688,24,41,out,4,2
689,24,40,out,2,0
690,24,23,in,2,0
691,24,17,in,3,2
692,24,15,out,2,1
693,25,19,in,1,0
694,25,30,in,1,0
695,25,38,out,1,1
696,25,13,out,1,0
697,25,31,in,1,0
698,25,2,out,2,1
699,25,35,in,2,1
700,25,22,out,1,0
701,25,39,out,1,0
702,25,3,in,3,5
703,25,27,in,3,2
704,25,5,in,3,1
705,25,12,out,2,0
706,25,26,in,3,1
707,25,29,in,2,1
708,25,33,in,2,0
709,25,4,out,1,1
710,25,32,out,2,2
711,25,34,in,2,2
712,25,7,out,1,0
713,25,6,in,0,0
714,25,10,out,2,0
715,25,21,in,3,3
716,25,24,out,2,2
717,25,37,in,1,0
718,25,11,in,2,0
719,25,14,in,3,3
720,25,9,out,3,2
721,25,18,in,1,1
722,25,28,out,1,5
723,25,16,in,0,0
724,25,36,in,0,0
725,25,1,out,2,1
726,25,8,out,3,7
727,25,20,in,3,5
728,25,41,out,1,2
729,25,40,in,4,5
730,25,23,in,1,0
731,25,17,out,2,1
732,25,15,in,1,1
733,26,13,out,2,0
734,26,2,out,1,1
735,26,27,mutual,5,1
736,26,12,mutual,5,1
737,26,4,out,1,1
738,26,7,out,1,0
739,26,6,out,2,0
740,26,21,out,1,0
741,26,11,out,2,0
742,26,14,out,4,2
743,26,9,out,1,0
744,26,28,out,1,0
745,26,1,out,1,1
746,26,40,mutual,5,6
747,27,40,mutual,5,7
748,28,30,out,3,7
749,28,38,out,1,0
750,28,13,in,2,0
751,28,31,out,3,5
752,28,2,out,5,3
753,28,35,out,3,5
754,28,22,out,1,0
755,28,39,in,4,5
756,28,3,in,1,0
757,28,27,out,2,0
758,28,5,in,2,0
759,28,26,in,2,0
760,28,33,in,3,2
761,28,4,out,2,0
762,28,25,in,3,0
763,28,32,out,2,0
764,28,34,in,1,0
765,28,6,mutual,4,4
766,28,21,in,2,0
767,28,24,in,2,0
768,28,37,out,4,0
769,28,14,out,3,8
770,28,18,out,4,3
771,28,16,out,5,5
772,28,36,out,1,0
773,28,1,in,3,6
774,28,40,mutual,5,3
775,28,17,out,3,3
776,29,19,out,5,1
777,29,30,in,1,0
778,29,13,out,3,0
779,29,2,in,4,1
780,29,22,out,1,0
781,29,39,out,4,1
782,29,3,in,1,0
783,29,27,out,3,0
784,29,5,in,3,0
785,29,12,in,3,0
786,29,26,in,3,0
787,29,33,out,4,0
788,29,4,out,3,2
789,29,25,in,4,1
790,29,34,out,4,1
791,29,7,out,2,0
792,29,6,in,4,1
793,29,10,in,3,0
794,29,21,out,3,0
795,29,24,out,4,0
796,29,37,in,3,0
797,29,11,out,2,0
798,29,14,in,3,0
799,29,9,out,2,0
800,29,18,in,3,0
801,29,28,out,2,0
802,29,1,in,1,0
803,29,8,out,1,0
804,29,20,out,2,0
805,29,41,out,1,0
806,29,40,in,3,0
807,29,23,in,1,0
808,29,17,out,2,0
809,29,15,out,4,0
810,30,40,mutual,5,8
811,31,19,mutual,3,0
812,31,30,out,3,1
813,31,13,in,2,0
814,31,2,mutual,3,1
815,31,35,in,4,0
816,31,39,mutual,2,0
817,31,3,out,2,0
818,31,27,mutual,1,0
819,31,5,in,1,0
820,31,26,in,1,0
821,31,33,out,1,0
822,31,4,mutual,4,1
823,31,25,in,1,0
824,31,34,in,1,0
825,31,6,out,3,0
826,31,10,out,1,0
827,31,21,in,1,0
828,31,24,out,1,0
829,31,37,out,2,0
830,31,11,out,3,0
831,31,14,out,3,2
832,31,9,out,1,0
833,31,28,in,3,0
834,31,1,in,3,2
835,31,8,out,2,0
836,31,41,in,2,0
837,31,40,mutual,5,5
838,31,23,out,2,0
839,31,15,out,2,0
840,32,19,out,1,0
841,32,13,out,4,0
842,32,35,mutual,5,0
843,32,22,in,3,0
844,32,39,out,1,0
845,32,3,mutual,4,0
846,32,27,in,5,0
847,32,5,mutual,4,0
848,32,26,out,5,0
849,32,33,in,1,0
850,32,4,out,2,0
851,32,25,in,4,0
852,32,10,mutual,3,8
853,32,18,out,5,3
854,32,28,in,1,0
855,32,40,out,5,0
856,32,23,out,2,8
857,32,15,out,4,0
858,33,19,out,4,1
859,33,30,in,1,8
860,33,38,out,2,4
861,33,13,out,3,0
862,33,31,out,1,0
863,33,2,out,4,2
864,33,35,out,1,0
865,33,22,out,1,0
866,33,39,out,4,0
867,33,27,out,2,1
868,33,5,in,2,0
869,33,12,out,2,0
870,33,26,out,1,0
871,33,29,out,4,0
872,33,4,out,1,0
873,33,25,out,3,1
874,33,32,out,2,0
875,33,34,mutual,2,0
876,33,7,out,5,6
877,33,6,mutual,4,1
878,33,10,out,0,0
879,33,21,in,2,0
880,33,24,out,3,0
881,33,37,mutual,5,5
882,33,11,out,1,0
883,33,14,in,1,0
884,33,9,in,1,0
885,33,18,out,2,1
886,33,28,out,3,1
887,33,16,out,0,0
888,33,36,out,0,0
889,33,1,mutual,2,0
890,33,8,out,1,0
891,33,20,out,2,1
892,33,41,mutual,2,0
893,33,40,out,2,0
894,33,23,in,1,0
895,33,17,out,2,1
896,33,15,in,2,0
897,34,30,out,1,2
898,34,38,out,5,0
899,34,13,in,3,2
900,34,31,out,1,0
901,34,39,out,2,0
902,34,3,in,4,0
903,34,27,in,2,2
904,34,5,in,2,0
905,34,12,out,1,0
906,34,26,out,2,0
907,34,29,out,4,2
908,34,33,in,2,0
909,34,4,out,2,1
910,34,25,in,5,0
911,34,7,out,1,0
912,34,10,out,5,0
913,34,24,out,4,2
914,34,37,out,1,0
915,34,11,in,3,0
916,34,14,out,2,0
917,34,9,out,2,0
918,34,28,out,1,0
919,34,1,in,3,0
920,34,8,out,2,0
921,34,20,out,4,0
922,34,41,out,1,0
923,34,40,out,3,0
924,34,17,in,3,2
925,34,15,in,3,2
926,35,19,mutual,2,0
927,35,30,mutual,1,0
928,35,31,mutual,3,0
929,35,2,mutual,2,0
930,35,22,in,1,0
931,35,39,mutual,2,0
932,35,3,in,3,0
933,35,27,in,3,0
934,35,5,out,1,0
935,35,12,out,1,0
936,35,26,out,1,0
937,35,29,mutual,1,0
938,35,4,in,1,0
939,35,25,out,1,0
940,35,32,mutual,4,0
941,35,6,mutual,2,0
942,35,11,in,1,0
943,35,14,in,2,1
944,35,18,mutual,2,0
945,35,28,in,2,1
946,35,16,mutual,2,0
947,35,36,mutual,2,0
948,35,1,in,1,1
949,35,40,mutual,3,0
950,35,17,in,1,0
951,35,15,in,2,0
952,36,13,in,3,3
953,36,2,in,1,0
954,36,35,in,3,0
955,36,22,in,5,1
956,36,3,out,2,0
957,36,5,out,2,0
958,36,12,in,1,0
959,36,26,in,1,0
960,36,25,in,1,0
961,36,32,out,4,7
962,36,10,out,4,8
963,36,21,in,1,0
964,36,37,in,3,2
965,36,11,in,4,6
966,36,9,out,4,8
967,36,16,out,5,5
968,36,1,in,1,0
969,36,20,in,1,0
970,36,40,in,2,0
971,36,23,out,4,2
972,36,15,in,2,0
973,37,19,mutual,3,0
974,37,30,mutual,1,0
975,37,38,mutual,2,3
976,37,13,out,2,0
977,37,31,mutual,3,0
978,37,2,mutual,4,4
979,37,35,out,3,0
980,37,39,mutual,3,5
981,37,3,mutual,3,2
982,37,27,mutual,2,0
983,37,12,out,1,8
984,37,26,in,1,0
985,37,29,mutual,2,0
986,37,33,mutual,5,5
987,37,4,mutual,2,1
988,37,25,in,1,0
989,37,34,out,1,3
990,37,7,out,2,6
991,37,6,mutual,4,1
992,37,10,mutual,3,5
993,37,11,mutual,1,1
994,37,14,in,2,0
995,37,18,out,1,0
996,37,28,mutual,5,2
997,37,16,out,3,0
998,37,36,out,3,0
999,37,1,out,1,0
1000,37,8,out,1,0
1001,37,20,mutual,1,0
1002,37,41,out,1,0
1003,37,40,in,1,0
1004,37,23,in,1,0
1005,37,17,out,1,1
1006,37,15,mutual,3,0
1007,38,2,mutual,1,0
1008,38,5,mutual,3,0
1009,38,26,mutual,1,0
1010,38,33,mutual,4,5
1011,38,25,mutual,3,0
1012,38,34,mutual,5,5
1013,38,7,mutual,4,5
1014,38,10,mutual,3,0
1015,38,37,mutual,4,5
1016,38,11,in,1,0
1017,38,14,out,1,0
1018,38,9,mutual,5,5
1019,38,1,mutual,1,0
1020,38,20,mutual,3,5
1021,38,41,mutual,4,0
1022,38,40,mutual,1,0
1023,38,15,mutual,1,0
1024,39,19,out,5,6
1025,39,30,out,4,8
1026,39,38,out,0,0
1027,39,13,out,1,1
1028,39,31,in,4,7
1029,39,2,out,5,4
1030,39,35,in,4,7
1031,39,22,out,0,0
1032,39,3,in,2,1
1033,39,27,in,2,1
1034,39,5,out,2,1
1035,39,12,in,1,1
1036,39,26,in,1,1
1037,39,29,out,4,2
1038,39,33,in,3,2
1039,39,4,in,3,2
1040,39,25,in,2,2
1041,39,32,in,2,1
1042,39,34,out,2,1
1043,39,7,out,1,1
1044,39,6,out,5,7
1045,39,10,out,3,4
1046,39,21,in,3,3
1047,39,24,out,3,4
1048,39,37,out,4,6
1049,39,11,in,2,1
1050,39,14,out,4,7
1051,39,9,in,3,4
1052,39,18,out,2,1
1053,39,28,in,4,6
1054,39,16,out,0,0
1055,39,36,out,0,0
1056,39,1,out,4,7
1057,39,8,out,2,3
1058,39,20,out,0,0
1059,39,41,in,2,3
1060,39,40,in,2,1
1061,39,23,out,3,4
1062,39,17,in,1,1
1063,39,15,out,2,1
1064,40,19,mutual,2,0
1065,40,30,mutual,0,0
1066,40,38,mutual,2,0
1067,40,13,mutual,2,0
1068,40,31,mutual,0,0
1069,40,2,mutual,1,0
1070,40,35,mutual,2,0
1071,40,22,mutual,3,0
1072,40,39,mutual,1,0
1073,40,3,mutual,2,0
1074,40,27,mutual,3,0
1075,40,5,mutual,3,0
1076,40,12,mutual,5,0
1077,40,26,mutual,5,5
1078,40,29,mutual,1,0
1079,40,33,mutual,1,0
1080,40,4,mutual,1,0
1081,40,25,mutual,4,3
1082,40,32,mutual,3,0
1083,40,34,mutual,1,0
1084,40,7,out,2,0
1085,40,6,mutual,0,0
1086,40,10,mutual,1,0
1087,40,21,mutual,2,3
1088,40,24,mutual,1,0
1089,40,37,mutual,0,0
1090,40,11,mutual,1,0
1091,40,14,mutual,2,0
1092,40,9,mutual,0,0
1093,40,18,mutual,3,0
1094,40,28,mutual,2,0
1095,40,16,mutual,0,0
1096,40,36,mutual,0,0
1097,40,1,mutual,1,0
1098,40,8,mutual,1,3
1099,40,20,mutual,2,3
1100,40,41,mutual,1,0
1101,40,40,mutual,5,2
1102,40,23,mutual,0,0
1103,40,17,mutual,1,0
1104,40,15,mutual,3,0
1105,41,38,in,3,0
1106,41,22,in,2,0
1107,41,3,in,1,0
1108,41,27,in,1,0
1109,41,5,in,3,0
1110,41,12,in,2,0
1111,41,26,in,3,0
1112,41,29,in,2,0
1113,41,33,in,3,0
1114,41,4,in,1,0
1115,41,25,in,2,0
1116,41,34,in,2,0
1117,41,7,in,3,0
1118,41,10,out,2,0
1119,41,24,in,4,0
1120,41,11,in,3,0
1121,41,14,in,3,0
1122,41,9,out,5,0
1123,41,28,out,2,0
1124,41,16,out,2,0
1125,41,20,out,1,0
1126,41,40,in,1,0
